id,slug,name,blurb,url,category_name,category_slug,category_parent,backers_count,goal,goal_currency,pledged,pledged_currency,currency,usd_pledged,fx_rate,percent_funded,state,launched_at,deadline,created_at,state_changed_at,duration,location_name,location_city,location_state,location_country,location_country_name,creator_id,creator_name,creator_slug,creator_url,creator_biography,creator_websites,creator_backed_count,creator_projects_count,creator_joined_at,creator_location_name,creator_location_state,creator_location_country,creator_location_country_name,comments_count,updates_count,watches_count,has_video,video_url,is_staff_pick,is_project_we_love,spotlight,faq_count,reward_count,campaign_story_text,campaign_word_count,campaign_ai_mentions,risks,faqs,rewards,image_url
533370721,the-worlds-first-charging-freeanddistance-free-hello-doorbell,anyfree Hello Doorbell: AI-Powered Smart Home Security,Solar-powered | AI Motion Detection | 1km Transmission Range | Easy to Install | 2.4GHz/5G Wi-Fi | Night Vision | 1080P Camera,https://www.kickstarter.com/projects/anyfree/the-worlds-first-charging-freeanddistance-free-hello-doorbell,Gadgets,technology/gadgets,Technology,154,39500.0,HKD,124777.0,HKD,HKD,15976.57310477,0.12797789,315.89113924050633,successful,2024-07-02T12:59:53+00:00,2024-08-01T12:59:53+00:00,2024-04-13T05:41:52+00:00,2024-08-01T12:59:58+00:00,,"Hong Kong, Hong Kong",Hong Kong,Hong Kong Island,HK,Hong Kong,1777656479,anyfree,anyfree,https://www.kickstarter.com/profile/anyfree,,,,,,,,,,,,,True,https://v2.kickstarter.com/1770512414-acYT8pFUzYuhd%2F%2B5YEsigLg6akkRNUCy4Ic5xFgkF0o%3D/projects/4787863/video-1299444-h264_high.mp4,False,False,True,,,,,,,,,https://i.kickstarter.com/assets/045/708/462/87d59716ee9141e6bd728ae3c39ad0dc_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1720801398&width=560&sig=%2Fe9RaiHQvJ7RLg3HfjfYWjsSFUGTrdTsqwJhU7hkF%2F0%3D
1286603926,artistic-battle-maps-100-battle-maps-for-any-ttrpg,Artistic Battle Maps: 100+ Battle Maps for any TTRPG,"100+ detailed, gorgeous battle maps! Never rely on boring, ugly maps or AI generated maps again! Watch out for BIG launch day discount!",https://www.kickstarter.com/projects/329361822/artistic-battle-maps-100-battle-maps-for-any-ttrpg,Tabletop Games,games/tabletop games,Games,0,0.0,USD,0.0,USD,USD,,1.0,0.0,submitted,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,2024-04-13T14:43:04+00:00,2024-04-13T16:17:25+00:00,,"Chicago, IL",Chicago,IL,US,United States,329361822,The Master Mapper,,https://www.kickstarter.com/profile/329361822,,,,,,,,,,,,,False,,False,False,False,,,,,,,,,https://i.kickstarter.com/assets/044/682/121/8f99cda6d46c2ae5ff33f357650328d0_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1713025417&width=560&sig=Sgm3rlIIMtfIFjULBukG3ZHaN0vTuw6PP%2FolDQx89JA%3D
290391283,friend-open-source-ai-wearable-recording-device,Friend: Open Source AI Wearable Recording Device,"Wear It, Record Your Conversations, Get Helpful Summaries and Advice. Customize the AI wearable for any use case you want",https://www.kickstarter.com/projects/kodjima333/friend-open-source-ai-wearable-recording-device,Wearables,technology/wearables,Technology,712,5000.0,USD,49868.0,USD,USD,49868.0,1.0,997.3599999999999,successful,2024-04-25T17:46:16+00:00,2024-05-26T17:46:16+00:00,2024-04-19T02:36:17+00:00,2024-05-26T17:46:21+00:00,,"San Francisco, CA",San Francisco,CA,US,United States,1919546969,Nik Shevchenko,kodjima333,https://www.kickstarter.com/profile/kodjima333,,,,,,,,,,,,,True,https://v2.kickstarter.com/1770579801-GPQ4kaDWiImIn8zTjIIs3WFpN34y7EkpAUpjcIJizbQ%3D/projects/4792243/video-1287150-h264_high.mp4,True,False,True,,,,,,,,,https://i.kickstarter.com/assets/044/744/997/3ad89655387f7a7a486c1d6258b37501_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1713495863&width=560&sig=lwUHR9nRiIjNhSrYmgRFw794aqkA2ST1tYVp8WfVkq4%3D
1923914852,daisys-revolutionizing-voice-ai-for-creators,DAISYS - Revolutionizing Voice AI for Creators (Canceled),"Bring your projects to life with Original, Emotional AI Voices.",https://www.kickstarter.com/projects/daisys/daisys-revolutionizing-voice-ai-for-creators,Software,technology/software,Technology,64,50000.0,EUR,13602.0,EUR,EUR,15468.6657093,1.18175372,27.204,canceled,2025-04-15T11:59:06+00:00,2025-05-15T11:59:06+00:00,2025-03-10T17:50:42+00:00,2025-04-30T10:20:37+00:00,,"Amsterdam, Netherlands",Amsterdam,North Holland,NL,Netherlands,436550098,DAISYS,daisys,https://www.kickstarter.com/profile/daisys,,,,,,,,,,,,,False,,False,False,False,,,,,,,,,https://i.kickstarter.com/missing_project_photo.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&width=560&sig=Gp7Sy6w8GU0IBov%2Fsv%2Be%2F2NVj1Iwy85i%2BBPpgStyCIk%3D
1088016643,mythos-anthology-interviews,Mythos Anthology Interviews (Canceled),"Bringing Legends to Life: In-Depth Interviews with Iconic Figures of Myth, Lore & Legend. Powered by AI working with Creative Humans.",https://www.kickstarter.com/projects/mythosanthology/mythos-anthology-interviews,Fantasy,film & video/fantasy,Film & Video,9,3500.0,USD,1005.0,USD,USD,1005.0,1.0,28.714285714285715,canceled,2024-11-04T15:56:06+00:00,2024-12-01T07:34:00+00:00,2024-09-18T00:14:04+00:00,2024-11-25T23:48:59+00:00,,"Los Angeles, CA",Los Angeles,CA,US,United States,2022021396,Victor Ciccarelli,mythosanthology,https://www.kickstarter.com/profile/mythosanthology,,,,,,,,,,,,,False,,False,False,False,,,,,,,,,https://i.kickstarter.com/assets/047/394/950/09ec31d67d1087f7371a1fd17ad14282_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1732559251&width=560&sig=gR9B4VQo3eKeu8sBEQkXjNt3SI1VdIEks2SJ01P3t0k%3D
140462051,artificial-intelligence-for-humans-vol-2-nature-al,"Artificial Intelligence for Humans, Vol 2: Nature Algorithms","Nature's ""technology"" puts us to shame. This book teaches AI inspired by genomes, ants, cells, birds, and other ""inventions"" of nature.",https://www.kickstarter.com/projects/jeffheaton/artificial-intelligence-for-humans-vol-2-nature-al,Nonfiction,publishing/nonfiction,Publishing,418,2500.0,USD,10375.21,USD,USD,10375.21,1.0,415.00839999999994,successful,2014-02-20T22:30:22+00:00,2014-03-22T21:30:22+00:00,2013-05-28T12:13:26+00:00,2014-03-22T21:30:22+00:00,,"St. Louis, MO",St. Louis,MO,US,United States,127814149,Jeff Heaton,jeffheaton,https://www.kickstarter.com/profile/jeffheaton,,,,,,,,,,,,,True,https://v2.kickstarter.com/1770567718-fQvQyIuP9KunSiMvWapUS5KwQ6M02uRdKgPmv%2FbgYPY%3D/projects/571303/video-341316-h264_high.mp4,False,False,True,,,,,,,,,https://i.kickstarter.com/assets/011/529/531/cdac324b77b0e3bcd20317b44ff77df4_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1463684053&width=560&sig=4Qi%2BK7EaZn%2FNgYeSn%2BFgBI9L7xHvnbojYCBj3SvHV0o%3D
676091093,animaview-a-real-time-ai-holographic-display,AnimaView: real-time AI holographic display from one photo.,"Custom avatars, real-time conversation, emotional AI, and long-term memory.",https://www.kickstarter.com/projects/810242876/animaview-a-real-time-ai-holographic-display,Gadgets,technology/gadgets,Technology,296,1000.0,USD,33517.0,USD,USD,33517.0,1.0,3351.7000000000003,live,2026-01-27T14:00:13+00:00,2026-02-26T14:00:13+00:00,2025-12-30T07:20:48+00:00,2026-01-27T14:00:18+00:00,,"Denver, CO",Denver,CO,US,United States,810242876,AnimaView,,https://www.kickstarter.com/profile/810242876,,,,,,,,,,,,,True,https://v2.kickstarter.com/1770529853-zesItmRCIuXZ4NhmJObhsdsfzbrxRGHhY9ep1HcrdbE%3D/projects/5267442/video-1411255-h264_high.mp4,False,False,False,,,,,,,,,https://i.kickstarter.com/assets/052/376/504/519b79e8021fa2a275230e9c33026c8b_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1769568437&width=560&sig=InReBMFXcsG%2BB%2BUwEZh%2F%2F0rLOFOPzSbzwQ2RBC%2FehWU%3D
473345107,heisenberg-lawnmeister-all-in-one-robot-mower-with-vision-ai,Heisenberg H1 Pro All-in-One Robot Mower with Vision AI,Virtual Boundary | Obstacle Avoidance | Edge Trimmer | Leaf Blower | Multi-Zone Management | Mowing up to 1 Acre | 58% Slope Climbing,https://www.kickstarter.com/projects/1688635537/heisenberg-lawnmeister-all-in-one-robot-mower-with-vision-ai,Robots,technology/robots,Technology,1741,10000.0,USD,2308153.0,USD,USD,2308153.0,1.0,23081.530000000002,successful,2023-02-28T15:46:52+00:00,2023-04-29T14:46:52+00:00,2023-02-11T03:37:54+00:00,2023-04-29T14:46:52+00:00,,"Katy, TX",Katy,TX,US,United States,1688635537,Heisenberg Robotics,,https://www.kickstarter.com/profile/1688635537,,,,,,,,,,,,,False,,True,False,True,,,,,,,,,https://i.kickstarter.com/assets/040/056/066/c6d0cdd83c5b2f3e4eb6ba27d0751460_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1692126109&width=560&sig=oOxr0KWbo6QebhpngUP3KOjlqI9AAwbZjEZLOVajyV8%3D
1274977394,ikko-mind-one-ai-smartphone,iKKO: Card-Sized AI Smartphone with Free Global Internet,"4.02"" AMOLED | Android 15 + iKKO AI OS | Free Built-in Global AI Internet in 60+ Countries | 180° Sony Flip Cam | Hi-Fi DAC | QWERTY",https://www.kickstarter.com/projects/ikko/ikko-mind-one-ai-smartphone,Hardware,technology/hardware,Technology,3411,50000.0,HKD,11523392.0,HKD,HKD,1468060.43579968,0.12797789,23046.784,successful,2025-07-22T13:00:28+00:00,2025-08-21T13:00:28+00:00,2025-06-10T14:27:13+00:00,2025-08-21T13:00:28+00:00,,"Hong Kong, Hong Kong",Hong Kong,Hong Kong Island,HK,Hong Kong,247486855,iKKO Audio,ikko,https://www.kickstarter.com/profile/ikko,,,,,,,,,,,,,True,https://v2.kickstarter.com/1770543812-G6Vum8o6t8ZxY5pTrWiVWGGRhmKi%2B4wg9nGTG4p%2F3dM%3D/projects/5162384/video-1375693-h264_high.mp4,True,False,True,,,,,,,,,https://i.kickstarter.com/assets/049/988/757/aa12f002ec6a2f64728e44ff9e384148_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1752150466&width=560&sig=7aNgYV%2BgG5B5gozJ6iiYfLA6s46MqeFt67cOhIOABDM%3D
280429690,the-complete-excel-chatgpt-ai-online-course-mega-bundle,"🎉The Complete Excel, ChatGPT, AI Online Course Mega Bundle","🏆 Master Excel, ChatGPT, & AI: Unleash Unprecedented Growth & Skyrocket Your Career and Business Success to New Heights! 🚀📈💼",https://www.kickstarter.com/projects/johnbura/the-complete-excel-chatgpt-ai-online-course-mega-bundle,Technology,technology,,104,500.0,CAD,15202.29,CAD,CAD,11494.2895646115,0.73070038,3040.458,successful,2023-06-20T09:00:13+00:00,2023-07-19T09:00:00+00:00,2023-05-26T14:59:07+00:00,2023-07-19T09:00:00+00:00,,"Vancouver, Canada",Vancouver,BC,CA,Canada,1555758454,Mammoth Interactive,johnbura,https://www.kickstarter.com/profile/johnbura,,,,,,,,,,,,,True,https://v2.kickstarter.com/1770580209-961CtGuB3JdEcJgkoX4awkHfHXU%2Fc5BiZoYvKcSu8f4%3D/projects/4586243/video-1232340-h264_high.mp4,False,False,True,,,,,,,,,https://i.kickstarter.com/assets/041/167/969/17f730b6b36b5be219ffcbcbc42636ba_original.png?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1685721233&width=560&sig=NupBLnaEJqjzXQGNajm1Xvm3VqYcfMJhQHmZ6RvaGFo%3D
1738059832,ankermake-m5-3d-printer-5x-faster-printing-and-ai-camera,AnkerMake M5 3D Printer - 5X Faster Printing and AI Camera,Print Time Cut by 70% | Smooth 0.1 mm Detail | Built-In AI Camera Monitoring | Multiple-Device Hub | Multi-Color and Material Kit,https://www.kickstarter.com/projects/ankermake/ankermake-m5-3d-printer-5x-faster-printing-and-ai-camera,3D Printing,technology/3d printing,Technology,11313,50000.0,USD,8881095.2,USD,USD,8881095.2,1.0,17762.190399999996,successful,2022-04-06T13:59:11+00:00,2022-05-21T13:59:11+00:00,2022-02-24T03:17:44+00:00,2022-05-21T13:59:11+00:00,,"Seattle, WA",Seattle,WA,US,United States,1100186454,eufyMake,ankermake,https://www.kickstarter.com/profile/ankermake,,,,,,,,,,,,,True,https://v2.kickstarter.com/1770507394-ZT1CVMzHNYi7%2FhieTIcOhr3el9fU6CdbSGir05DWQ7g%3D/projects/4319196/video-1162846-h264_high.mp4,False,False,True,,,,,,,,,https://i.kickstarter.com/assets/037/278/874/ebf3887f13a81030cf1249f664e1c16e_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1652339548&width=560&sig=%2BSvsbJlotvkXgJ7F2%2FQN0j%2BTi1v3YuL%2BwA6%2FdcnNZd0%3D
1894361169,hail-the-tarot-deck,Hail! The Tarot Deck,A reconceptualization of the Rider Waite Tarot deck by blending digital artistry and meditations into human-modified AI artwork.,https://www.kickstarter.com/projects/jlpaxxiel/hail-the-tarot-deck,Digital Art,art/digital art,Art,31,3000.0,USD,3045.0,USD,USD,3045.0,1.0,101.49999999999999,successful,2023-12-06T21:26:44+00:00,2024-02-01T07:59:00+00:00,2023-12-05T00:57:59+00:00,2024-02-01T07:59:00+00:00,,"Cassadaga, NY",Cassadaga,NY,US,United States,801129841,JL Paxxiel,jlpaxxiel,https://www.kickstarter.com/profile/jlpaxxiel,,,,,,,,,,,,,True,https://v2.kickstarter.com/1770570361-fVSpw5gPZRYeP4hB%2FVE%2BpW883xqDPO8oqeR6t7nScjc%3D/projects/4704262/video-1263184-h264_high.mp4,False,False,True,,,,,,,,,https://i.kickstarter.com/assets/043/282/514/caef986f80d44b9bd5a8f03543a1f10f_original.jpg?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1701741472&width=560&sig=Tjo9KUHJsi3YKl6ArWxBtLprlNcRnfTRJtOVamK4FSs%3D
1720313979,opencv-for-beginners,OpenCV For Beginners,Learn to build exciting Computer Vision applications with OpenCV and start your AI journey!,https://www.kickstarter.com/projects/opencv/opencv-for-beginners,Apps,technology/apps,Technology,1522,10000.0,USD,238283.5,USD,USD,238283.5,1.0,2382.835,successful,2021-05-18T12:28:39+00:00,2021-06-19T12:28:39+00:00,2021-04-23T04:55:18+00:00,2021-06-19T12:28:39+00:00,,"Palo Alto, CA",Palo Alto,CA,US,United States,383728608,OpenCV,opencv,https://www.kickstarter.com/profile/opencv,,,,,,,,,,,,,True,https://v2.kickstarter.com/1770494073-iSfUi5kvUNOjeT%2BUCIp84L2uWxO7gdVucSaboIYMt9I%3D/projects/4164812/video-1106325-h264_high.mp4,True,False,True,,,,,,,,,https://i.kickstarter.com/assets/033/577/406/f729541463264c89b1e0964ce4f4cbbb_original.gif?anim=false&fit=cover&gravity=auto&height=315&origin=ugc&q=92&v=1621447785&width=560&sig=x7dj3u9L07KyE4zY7NL05D4EGfU31yHg2A53yVjl0PA%3D
